coord,prob,n,zones,zone_mode,sort_method,zonal_sort,exp_density,var_density,min_density,median_density,max_density,exp_IB,var_IB,min_IB,median_IB,max_IB,exp_LB,var_LB,min_LB,median_LB,max_LB
random_uneq,default,4,"(2, 2)",sweep,lexico-yx,distance_0,-0.11,0.05,-0.53,-0.12,0.44,-0.25,0.01,-0.46,-0.26,-0.03,0.68,3.35,0.20,0.44,98.45
clust_eq,default,4,"(2, 2)",sweep,lexico-yx,distance_0,-0.08,0.05,-0.47,-0.03,0.18,-0.36,0.05,-0.89,-0.31,-0.00,0.39,0.00,0.28,0.37,0.55
clust_uneq,default,4,"(2, 2)",sweep,lexico-yx,distance_0,-0.27,0.09,-0.85,-0.28,0.22,-0.26,0.02,-0.47,-0.27,0.03,0.66,0.93,0.23,0.60,20.14
swiss_eq,default,4,"(2, 2)",sweep,lexico-yx,distance_0,0.07,0.06,-0.33,0.11,0.52,-0.34,0.01,-0.55,-0.33,-0.13,0.43,0.01,0.19,0.42,0.65
swiss_uneq,default,4,"(2, 2)",sweep,lexico-yx,distance_0,0.18,0.09,-0.32,0.13,0.82,-0.18,0.01,-0.32,-0.18,0.07,1.14,2.36,0.30,1.51,13.38
grid_eq,default,4,"(2, 2)",sweep,lexico-yx,projection,0.00,0.00,0.00,0.00,0.00,-0.45,0.02,-0.77,-0.46,-0.11,0.41,0.02,0.00,0.44,0.62
grid_uneq,default,4,"(2, 2)",sweep,lexico-yx,projection,-0.15,0.03,-0.49,-0.11,0.48,-0.25,0.02,-0.45,-0.25,0.18,0.78,18.77,0.25,0.54,633.57
random_eq,default,4,"(2, 2)",sweep,lexico-yx,projection,0.01,0.03,-0.31,0.06,0.30,-0.31,0.01,-0.52,-0.32,-0.11,0.38,0.01,0.13,0.36,0.62
random_uneq,default,4,"(2, 2)",sweep,lexico-yx,projection,-0.11,0.05,-0.53,-0.12,0.44,-0.25,0.01,-0.46,-0.26,-0.03,0.68,3.35,0.20,0.44,98.45
clust_eq,default,4,"(2, 2)",sweep,lexico-yx,projection,-0.08,0.07,-0.53,0.05,0.26,-0.34,0.03,-0.89,-0.29,-0.07,0.38,0.00,0.28,0.37,0.55
clust_uneq,default,4,"(2, 2)",sweep,lexico-yx,projection,-0.27,0.18,-0.87,0.08,0.30,-0.24,0.02,-0.50,-0.21,0.03,0.67,0.93,0.26,0.59,20.14
swiss_eq,default,4,"(2, 2)",sweep,lexico-yx,projection,0.10,0.05,-0.40,0.13,0.52,-0.35,0.01,-0.55,-0.36,-0.17,0.40,0.02,0.13,0.40,0.65
swiss_uneq,default,4,"(2, 2)",sweep,lexico-yx,projection,0.18,0.07,-0.32,0.13,0.83,-0.19,0.00,-0.32,-0.17,0.07,1.14,2.39,0.33,1.55,13.38
grid_eq,default,4,"(2, 2)",sweep,lexico-yx,center,0.00,0.00,0.00,0.00,0.00,-0.45,0.02,-0.77,-0.46,-0.11,0.41,0.02,0.00,0.44,0.62
grid_uneq,default,4,"(2, 2)",sweep,lexico-yx,center,-0.18,0.05,-0.61,-0.16,0.41,-0.13,0.02,-0.38,-0.16,0.26,0.77,18.73,0.18,0.53,633.46
random_eq,default,4,"(2, 2)",sweep,lexico-yx,center,0.03,0.19,-0.78,0.17,0.51,-0.20,0.02,-0.40,-0.22,0.17,0.34,0.01,0.17,0.33,0.53
random_uneq,default,4,"(2, 2)",sweep,lexico-yx,center,-0.10,0.07,-0.61,-0.08,0.49,-0.17,0.01,-0.35,-0.18,-0.02,0.68,3.35,0.21,0.44,98.65
clust_eq,default,4,"(2, 2)",sweep,lexico-yx,center,-0.09,0.13,-0.70,0.11,0.32,-0.20,0.03,-0.66,-0.25,0.08,0.37,0.01,0.20,0.36,0.55
clust_uneq,default,4,"(2, 2)",sweep,lexico-yx,center,-0.23,0.21,-0.90,0.09,0.30,-0.13,0.02,-0.47,-0.09,0.09,0.67,0.93,0.20,0.60,20.13
swiss_eq,default,4,"(2, 2)",sweep,lexico-yx,center,0.10,0.08,-0.28,0.13,0.68,-0.17,0.01,-0.38,-0.15,0.02,0.41,0.01,0.22,0.41,0.60
swiss_uneq,default,4,"(2, 2)",sweep,lexico-yx,center,0.17,0.05,-0.22,0.20,0.70,-0.15,0.01,-0.31,-0.15,0.07,1.15,2.38,0.35,1.59,14.00
grid_eq,default,4,"(2, 2)",sweep,lexico-yx,spiral,0.00,0.00,0.00,0.00,0.00,-0.45,0.02,-0.77,-0.46,-0.11,0.41,0.02,0.00,0.44,0.62
grid_uneq,default,4,"(2, 2)",sweep,lexico-yx,spiral,-0.17,0.03,-0.50,-0.13,0.44,-0.25,0.02,-0.45,-0.25,0.18,0.78,18.77,0.25,0.54,633.57
random_eq,default,4,"(2, 2)",sweep,lexico-yx,spiral,-0.02,0.11,-0.78,0.05,0.56,-0.28,0.02,-0.57,-0.27,-0.01,0.40,0.01,0.16,0.39,0.64
random_uneq,default,4,"(2, 2)",sweep,lexico-yx,spiral,-0.14,0.10,-0.75,-0.10,0.66,-0.21,0.01,-0.42,-0.21,-0.00,0.67,3.35,0.19,0.48,99.09
clust_eq,default,4,"(2, 2)",sweep,lexico-yx,spiral,-0.07,0.07,-0.55,0.09,0.22,-0.28,0.02,-0.63,-0.32,-0.02,0.39,0.01,0.17,0.38,0.58
clust_uneq,default,4,"(2, 2)",sweep,lexico-yx,spiral,-0.29,0.08,-0.84,-0.28,0.24,-0.23,0.01,-0.43,-0.26,-0.02,0.67,0.93,0.19,0.59,20.16
swiss_eq,default,4,"(2, 2)",sweep,lexico-yx,spiral,0.05,0.13,-0.59,0.12,0.63,-0.27,0.01,-0.46,-0.29,-0.07,0.45,0.01,0.20,0.44,0.65
swiss_uneq,default,4,"(2, 2)",sweep,lexico-yx,spiral,0.15,0.06,-0.20,0.15,0.72,-0.20,0.01,-0.32,-0.17,0.07,1.18,2.34,0.42,1.59,11.81
grid_eq,default,4,"(2, 2)",sweep,lexico-yx,max,0.00,0.00,0.00,0.00,0.00,-0.45,0.02,-0.77,-0.46,-0.11,0.41,0.02,0.00,0.44,0.62
grid_uneq,default,4,"(2, 2)",sweep,lexico-yx,max,-0.12,0.05,-0.44,-0.10,0.45,-0.20,0.01,-0.40,-0.22,0.18,0.77,18.69,0.22,0.50,633.57
random_eq,default,4,"(2, 2)",sweep,lexico-yx,max,-0.01,0.09,-0.52,-0.01,0.54,-0.26,0.01,-0.52,-0.27,-0.01,0.38,0.01,0.16,0.37,0.62
random_uneq,default,4,"(2, 2)",sweep,lexico-yx,max,-0.14,0.06,-0.64,-0.12,0.69,-0.26,0.01,-0.50,-0.25,0.03,0.69,3.40,0.18,0.48,98.65
clust_eq,default,4,"(2, 2)",sweep,lexico-yx,max,-0.06,0.07,-0.55,0.09,0.25,-0.32,0.02,-0.75,-0.31,-0.08,0.38,0.00,0.19,0.37,0.55
clust_uneq,default,4,"(2, 2)",sweep,lexico-yx,max,-0.28,0.06,-0.65,-0.30,0.22,-0.25,0.02,-0.45,-0.26,0.01,0.66,0.92,0.27,0.58,20.14
swiss_eq,default,4,"(2, 2)",sweep,lexico-yx,max,0.07,0.10,-0.47,0.12,0.57,-0.26,0.02,-0.48,-0.29,0.02,0.44,0.01,0.20,0.41,0.70
swiss_uneq,default,4,"(2, 2)",sweep,lexico-yx,max,0.18,0.09,-0.32,0.08,0.82,-0.19,0.01,-0.32,-0.18,0.07,1.15,2.36,0.25,1.44,13.83
grid_eq,default,4,"(2, 2)",sweep,lexico-yx,hilbert,0.00,0.00,0.00,0.00,0.00,-0.45,0.02,-0.77,-0.46,-0.11,0.41,0.02,0.00,0.44,0.62
grid_uneq,default,4,"(2, 2)",sweep,lexico-yx,hilbert,-0.14,0.03,-0.52,-0.12,0.40,-0.21,0.01,-0.39,-0.21,-0.02,0.77,18.76,0.26,0.56,633.68
random_eq,default,4,"(2, 2)",sweep,lexico-yx,hilbert,-0.00,0.03,-0.35,0.03,0.33,-0.34,0.01,-0.52,-0.36,-0.11,0.42,0.01,0.16,0.41,0.63
random_uneq,default,4,"(2, 2)",sweep,lexico-yx,hilbert,-0.17,0.03,-0.54,-0.15,0.53,-0.26,0.01,-0.46,-0.26,0.01,0.71,3.40,0.18,0.50,98.66
clust_eq,default,4,"(2, 2)",sweep,lexico-yx,hilbert,-0.09,0.08,-0.58,0.07,0.18,-0.35,0.02,-0.75,-0.33,-0.12,0.39,0.01,0.23,0.39,0.58
clust_uneq,default,4,"(2, 2)",sweep,lexico-yx,hilbert,-0.27,0.15,-0.87,0.08,0.27,-0.28,0.01,-0.50,-0.30,0.03,0.67,0.93,0.23,0.59,20.16
swiss_eq,default,4,"(2, 2)",sweep,lexico-yx,hilbert,0.02,0.05,-0.40,0.06,0.52,-0.33,0.01,-0.55,-0.32,-0.15,0.47,0.01,0.22,0.45,0.70
swiss_uneq,default,4,"(2, 2)",sweep,lexico-yx,hilbert,0.15,0.10,-0.34,0.10,0.78,-0.15,0.01,-0.32,-0.16,0.13,1.15,2.39,0.36,1.64,13.38
grid_eq,default,4,"(2, 2)",sweep,lexico-yx,farthest,0.00,0.00,0.00,0.00,0.00,-0.45,0.02,-0.77,-0.46,-0.11,0.41,0.02,0.00,0.44,0.62
grid_uneq,default,4,"(2, 2)",sweep,lexico-yx,farthest,-0.14,0.06,-0.53,-0.11,0.67,-0.16,0.01,-0.43,-0.16,0.04,0.74,18.78,0.21,0.54,633.59
random_eq,default,4,"(2, 2)",sweep,lexico-yx,farthest,0.02,0.10,-0.61,0.07,0.44,-0.25,0.02,-0.57,-0.21,0.01,0.36,0.01,0.19,0.33,0.59
random_uneq,default,4,"(2, 2)",sweep,lexico-yx,farthest,-0.09,0.10,-0.77,-0.04,0.55,-0.24,0.02,-0.47,-0.23,0.08,0.66,3.35,0.21,0.43,98.48
clust_eq,default,4,"(2, 2)",sweep,lexico-yx,farthest,-0.08,0.09,-0.59,0.09,0.23,-0.39,0.05,-0.89,-0.31,-0.07,0.36,0.01,0.22,0.35,0.51
clust_uneq,default,4,"(2, 2)",sweep,lexico-yx,farthest,-0.24,0.10,-0.85,-0.29,0.28,-0.16,0.02,-0.47,-0.15,0.03,0.65,0.93,0.19,0.59,20.14
swiss_eq,default,4,"(2, 2)",sweep,lexico-yx,farthest,0.11,0.14,-0.57,0.24,0.68,-0.18,0.01,-0.38,-0.18,0.06,0.41,0.01,0.22,0.41,0.60
swiss_uneq,default,4,"(2, 2)",sweep,lexico-yx,farthest,0.17,0.06,-0.22,0.14,0.73,-0.15,0.01,-0.31,-0.15,0.07,1.17,2.36,0.44,1.55,11.93
grid_eq,default,4,"(2, 2)",sweep,lexico-yx,grid,0.00,0.00,0.00,0.00,0.00,-0.45,0.02,-0.77,-0.46,-0.11,0.41,0.02,0.00,0.44,0.62
grid_uneq,default,4,"(2, 2)",sweep,lexico-yx,grid,-0.15,0.03,-0.55,-0.13,0.48,-0.27,0.01,-0.46,-0.24,-0.03,0.75,18.78,0.24,0.54,633.57
random_eq,default,4,"(2, 2)",sweep,lexico-yx,grid,-0.01,0.06,-0.35,-0.06,0.50,-0.32,0.01,-0.52,-0.32,-0.12,0.41,0.01,0.16,0.40,0.68
random_uneq,default,4,"(2, 2)",sweep,lexico-yx,grid,-0.14,0.04,-0.47,-0.16,0.62,-0.28,0.01,-0.51,-0.26,-0.04,0.68,3.41,0.21,0.49,98.65
clust_eq,default,4,"(2, 2)",sweep,lexico-yx,grid,-0.09,0.09,-0.59,0.09,0.20,-0.35,0.03,-0.75,-0.33,-0.06,0.39,0.01,0.26,0.39,0.55
clust_uneq,default,4,"(2, 2)",sweep,lexico-yx,grid,-0.23,0.19,-0.87,0.05,0.26,-0.25,0.01,-0.41,-0.29,0.03,0.67,0.94,0.19,0.60,20.16
swiss_eq,default,4,"(2, 2)",sweep,lexico-yx,grid,0.05,0.10,-0.47,0.06,0.61,-0.25,0.01,-0.46,-0.26,-0.04,0.43,0.02,0.20,0.43,0.70
swiss_uneq,default,4,"(2, 2)",sweep,lexico-yx,grid,0.16,0.11,-0.34,0.09,0.83,-0.17,0.01,-0.32,-0.17,0.13,1.18,2.35,0.36,1.59,11.81
grid_eq,default,4,"(2, 2)",sweep,lexico-yx,shell,0.00,0.00,0.00,0.00,0.00,-0.45,0.02,-0.77,-0.46,-0.11,0.41,0.02,0.00,0.44,0.62
grid_uneq,default,4,"(2, 2)",sweep,lexico-yx,shell,-0.16,0.12,-0.62,-0.22,0.62,-0.18,0.02,-0.55,-0.21,0.08,0.73,18.78,0.20,0.53,633.50
random_eq,default,4,"(2, 2)",sweep,lexico-yx,shell,0.02,0.16,-0.65,0.22,0.59,-0.20,0.01,-0.44,-0.21,0.02,0.32,0.00,0.18,0.33,0.47
random_uneq,default,4,"(2, 2)",sweep,lexico-yx,shell,-0.08,0.05,-0.56,-0.08,0.50,-0.25,0.01,-0.47,-0.26,-0.02,0.67,3.37,0.16,0.43,98.66
clust_eq,default,4,"(2, 2)",sweep,lexico-yx,shell,-0.09,0.13,-0.70,0.11,0.32,-0.20,0.03,-0.66,-0.25,0.08,0.37,0.01,0.20,0.36,0.55
clust_uneq,default,4,"(2, 2)",sweep,lexico-yx,shell,-0.22,0.21,-0.88,0.09,0.30,-0.13,0.02,-0.47,-0.11,0.09,0.66,0.93,0.20,0.60,20.13
swiss_eq,default,4,"(2, 2)",sweep,lexico-yx,shell,0.10,0.08,-0.28,0.13,0.68,-0.17,0.01,-0.38,-0.15,0.02,0.41,0.01,0.22,0.41,0.60
swiss_uneq,default,4,"(2, 2)",sweep,lexico-yx,shell,0.17,0.05,-0.22,0.20,0.70,-0.15,0.01,-0.31,-0.15,0.07,1.15,2.38,0.35,1.59,14.00
grid_eq,default,4,"(2, 2)",sweep,random,lexico-xy,0.00,0.03,-0.59,0.04,0.32,-0.36,0.01,-0.55,-0.36,-0.18,0.42,0.01,0.21,0.41,0.54
grid_uneq,default,4,"(2, 2)",sweep,random,lexico-xy,-0.15,0.05,-0.69,-0.09,0.49,-0.20,0.01,-0.39,-0.18,0.05,0.79,18.63,0.28,0.49,633.51
random_eq,default,4,"(2, 2)",sweep,random,lexico-xy,-0.05,0.19,-0.78,-0.16,0.64,-0.20,0.01,-0.50,-0.22,0.10,0.38,0.01,0.15,0.40,0.55
random_uneq,default,4,"(2, 2)",sweep,random,lexico-xy,-0.12,0.05,-0.57,-0.09,0.57,-0.20,0.01,-0.41,-0.20,0.01,0.72,3.29,0.18,0.47,98.52
clust_eq,default,4,"(2, 2)",sweep,random,lexico-xy,-0.09,0.08,-0.60,-0.07,0.31,-0.26,0.01,-0.54,-0.27,0.00,0.37,0.01,0.16,0.35,0.56
clust_uneq,default,4,"(2, 2)",sweep,random,lexico-xy,-0.29,0.09,-0.80,-0.24,0.26,-0.21,0.01,-0.40,-0.22,0.01,0.66,0.92,0.22,0.59,20.13
swiss_eq,default,4,"(2, 2)",sweep,random,lexico-xy,0.09,0.08,-0.41,0.14,0.68,-0.29,0.01,-0.46,-0.29,-0.11,0.43,0.01,0.26,0.42,0.68
swiss_uneq,default,4,"(2, 2)",sweep,random,lexico-xy,0.19,0.06,-0.26,0.20,0.79,-0.21,0.01,-0.34,-0.18,0.06,1.12,2.40,0.41,1.53,11.75
grid_eq,default,4,"(2, 2)",sweep,random,lexico-yx,-0.02,0.04,-0.50,-0.08,0.38,-0.34,0.01,-0.51,-0.34,-0.20,0.42,0.01,0.21,0.40,0.55
grid_uneq,default,4,"(2, 2)",sweep,random,lexico-yx,-0.13,0.07,-0.66,-0.06,0.37,-0.21,0.01,-0.47,-0.24,0.10,0.82,18.66,0.26,0.53,633.44
random_eq,default,4,"(2, 2)",sweep,random,lexico-yx,0.02,0.05,-0.46,-0.04,0.51,-0.26,0.01,-0.51,-0.25,-0.12,0.38,0.01,0.22,0.37,0.72
random_uneq,default,4,"(2, 2)",sweep,random,lexico-yx,-0.13,0.06,-0.74,-0.13,0.49,-0.21,0.01,-0.37,-0.23,0.04,0.73,3.30,0.22,0.52,98.50
clust_eq,default,4,"(2, 2)",sweep,random,lexico-yx,-0.08,0.09,-0.62,0.09,0.21,-0.35,0.04,-0.75,-0.34,-0.05,0.39,0.00,0.27,0.37,0.51
clust_uneq,default,4,"(2, 2)",sweep,random,lexico-yx,-0.22,0.18,-0.90,0.09,0.28,-0.23,0.02,-0.44,-0.28,0.09,0.68,0.93,0.26,0.60,20.16
swiss_eq,default,4,"(2, 2)",sweep,random,lexico-yx,0.08,0.07,-0.60,0.18,0.51,-0.26,0.02,-0.54,-0.26,0.06,0.44,0.01,0.28,0.43,0.67
swiss_uneq,default,4,"(2, 2)",sweep,random,lexico-yx,0.18,0.13,-0.40,0.16,0.85,-0.19,0.01,-0.31,-0.16,0.06,1.13,2.45,0.29,1.49,14.50
grid_eq,default,4,"(2, 2)",sweep,random,random,0.02,0.05,-0.50,-0.06,0.38,-0.28,0.01,-0.54,-0.31,-0.03,0.33,0.01,0.10,0.30,0.61
grid_uneq,default,4,"(2, 2)",sweep,random,random,-0.13,0.11,-0.87,0.03,0.50,-0.19,0.01,-0.44,-0.20,0.09,0.77,18.67,0.18,0.48,633.36
random_eq,default,4,"(2, 2)",sweep,random,random,0.02,0.05,-0.53,0.09,0.40,-0.25,0.01,-0.48,-0.23,-0.08,0.38,0.01,0.14,0.37,0.52
random_uneq,default,4,"(2, 2)",sweep,random,random,-0.14,0.12,-0.57,-0.18,0.67,-0.20,0.01,-0.48,-0.21,0.05,0.69,3.31,0.24,0.44,98.48
clust_eq,default,4,"(2, 2)",sweep,random,random,-0.06,0.08,-0.54,0.05,0.46,-0.31,0.01,-0.81,-0.30,-0.04,0.35,0.01,0.19,0.35,0.60
clust_uneq,default,4,"(2, 2)",sweep,random,random,-0.26,0.09,-0.64,-0.32,0.35,-0.16,0.01,-0.36,-0.13,0.05,0.65,0.92,0.23,0.54,20.13
swiss_eq,default,4,"(2, 2)",sweep,random,random,0.12,0.15,-0.62,0.23,0.63,-0.24,0.02,-0.56,-0.24,0.06,0.40,0.01,0.17,0.39,0.70
swiss_uneq,default,4,"(2, 2)",sweep,random,random,0.21,0.09,-0.26,0.15,0.81,-0.20,0.01,-0.35,-0.15,0.07,1.14,2.39,0.25,1.77,12.51
grid_eq,default,4,"(2, 2)",sweep,random,angle_0,-0.01,0.04,-0.50,-0.04,0.32,-0.34,0.01,-0.56,-0.33,-0.14,0.42,0.01,0.18,0.40,0.59
grid_uneq,default,4,"(2, 2)",sweep,random,angle_0,-0.14,0.04,-0.52,-0.08,0.34,-0.21,0.01,-0.41,-0.23,0.05,0.83,18.66,0.22,0.58,633.47
random_eq,default,4,"(2, 2)",sweep,random,angle_0,0.01,0.06,-0.64,0.11,0.41,-0.28,0.01,-0.52,-0.28,-0.11,0.39,0.01,0.20,0.38,0.56
random_uneq,default,4,"(2, 2)",sweep,random,angle_0,-0.12,0.10,-0.78,-0.09,0.54,-0.23,0.01,-0.44,-0.26,0.01,0.71,3.27,0.18,0.49,98.50
clust_eq,default,4,"(2, 2)",sweep,random,angle_0,-0.07,0.07,-0.53,0.10,0.29,-0.29,0.02,-0.75,-0.30,-0.00,0.38,0.01,0.19,0.34,0.66
clust_uneq,default,4,"(2, 2)",sweep,random,angle_0,-0.29,0.09,-0.85,-0.30,0.28,-0.21,0.01,-0.45,-0.24,0.02,0.66,0.92,0.26,0.54,20.13
swiss_eq,default,4,"(2, 2)",sweep,random,angle_0,0.08,0.14,-0.57,0.26,0.71,-0.26,0.01,-0.51,-0.27,-0.04,0.44,0.01,0.25,0.42,0.71
swiss_uneq,default,4,"(2, 2)",sweep,random,angle_0,0.15,0.06,-0.27,0.13,0.75,-0.18,0.01,-0.29,-0.14,0.08,1.12,2.44,0.38,1.63,12.07
grid_eq,default,4,"(2, 2)",sweep,random,distance_0,-0.01,0.04,-0.60,0.08,0.26,-0.35,0.01,-0.53,-0.35,-0.15,0.42,0.00,0.24,0.41,0.54
grid_uneq,default,4,"(2, 2)",sweep,random,distance_0,-0.16,0.03,-0.60,-0.16,0.43,-0.23,0.01,-0.46,-0.23,0.12,0.83,18.66,0.19,0.56,633.51
random_eq,default,4,"(2, 2)",sweep,random,distance_0,0.05,0.04,-0.33,0.14,0.46,-0.28,0.01,-0.50,-0.25,-0.00,0.35,0.01,0.16,0.33,0.61
random_uneq,default,4,"(2, 2)",sweep,random,distance_0,-0.10,0.06,-0.62,-0.09,0.60,-0.24,0.01,-0.44,-0.22,-0.01,0.69,3.31,0.19,0.48,98.41
clust_eq,default,4,"(2, 2)",sweep,random,distance_0,-0.08,0.05,-0.53,-0.07,0.23,-0.32,0.03,-0.82,-0.34,-0.07,0.39,0.00,0.24,0.39,0.59
clust_uneq,default,4,"(2, 2)",sweep,random,distance_0,-0.27,0.08,-0.71,-0.27,0.25,-0.23,0.02,-0.47,-0.24,0.06,0.65,0.92,0.24,0.53,20.14
swiss_eq,default,4,"(2, 2)",sweep,random,distance_0,0.09,0.07,-0.45,0.16,0.49,-0.31,0.01,-0.58,-0.32,-0.11,0.43,0.01,0.27,0.42,0.65
swiss_uneq,default,4,"(2, 2)",sweep,random,distance_0,0.20,0.08,-0.28,0.14,0.88,-0.18,0.01,-0.35,-0.17,-0.01,1.12,2.40,0.29,1.30,11.74
grid_eq,default,4,"(2, 2)",sweep,random,projection,-0.01,0.03,-0.38,-0.03,0.32,-0.34,0.01,-0.57,-0.34,-0.15,0.42,0.01,0.20,0.40,0.55
grid_uneq,default,4,"(2, 2)",sweep,random,projection,-0.16,0.03,-0.59,-0.12,0.43,-0.22,0.01,-0.47,-0.23,-0.02,0.83,18.63,0.27,0.56,633.51
random_eq,default,4,"(2, 2)",sweep,random,projection,-0.01,0.11,-0.64,-0.03,0.66,-0.30,0.01,-0.53,-0.28,-0.05,0.38,0.01,0.15,0.36,0.58
random_uneq,default,4,"(2, 2)",sweep,random,projection,-0.10,0.06,-0.52,-0.08,0.42,-0.23,0.01,-0.43,-0.24,0.02,0.70,3.29,0.17,0.48,98.45
clust_eq,default,4,"(2, 2)",sweep,random,projection,-0.06,0.08,-0.51,0.03,0.37,-0.33,0.02,-0.81,-0.28,-0.07,0.37,0.00,0.24,0.36,0.53
clust_uneq,default,4,"(2, 2)",sweep,random,projection,-0.26,0.17,-0.89,0.07,0.37,-0.22,0.01,-0.47,-0.21,0.02,0.67,0.91,0.28,0.60,20.12
swiss_eq,default,4,"(2, 2)",sweep,random,projection,0.12,0.08,-0.34,0.17,0.68,-0.31,0.01,-0.48,-0.32,-0.03,0.39,0.02,0.18,0.40,0.78
swiss_uneq,default,4,"(2, 2)",sweep,random,projection,0.18,0.08,-0.25,0.08,0.77,-0.19,0.01,-0.35,-0.16,0.06,1.14,2.40,0.33,1.61,11.68
grid_eq,default,4,"(2, 2)",sweep,random,center,0.00,0.03,-0.39,0.01,0.39,-0.34,0.01,-0.49,-0.35,-0.14,0.42,0.01,0.25,0.40,0.55
grid_uneq,default,4,"(2, 2)",sweep,random,center,-0.04,0.17,-0.83,0.20,0.60,-0.19,0.02,-0.40,-0.22,0.13,0.73,18.66,0.16,0.46,633.39
random_eq,default,4,"(2, 2)",sweep,random,center,0.01,0.16,-0.69,0.27,0.54,-0.20,0.01,-0.50,-0.20,-0.06,0.32,0.01,0.19,0.31,0.48
random_uneq,default,4,"(2, 2)",sweep,random,center,-0.07,0.06,-0.58,-0.16,0.50,-0.26,0.01,-0.46,-0.24,-0.02,0.69,3.30,0.15,0.44,98.54
clust_eq,default,4,"(2, 2)",sweep,random,center,-0.08,0.13,-0.76,0.06,0.41,-0.22,0.03,-0.82,-0.23,0.11,0.35,0.01,0.21,0.34,0.58
clust_uneq,default,4,"(2, 2)",sweep,random,center,-0.22,0.20,-0.90,0.10,0.31,-0.16,0.02,-0.48,-0.15,0.11,0.67,0.92,0.23,0.58,20.13
swiss_eq,default,4,"(2, 2)",sweep,random,center,0.12,0.09,-0.34,0.17,0.69,-0.19,0.01,-0.45,-0.17,0.09,0.40,0.01,0.22,0.40,0.61
swiss_uneq,default,4,"(2, 2)",sweep,random,center,0.18,0.05,-0.28,0.21,0.72,-0.15,0.01,-0.29,-0.15,0.04,1.14,2.39,0.29,1.59,12.41
grid_eq,default,4,"(2, 2)",sweep,random,spiral,-0.01,0.04,-0.40,0.03,0.46,-0.34,0.01,-0.45,-0.35,-0.14,0.42,0.00,0.21,0.43,0.54
grid_uneq,default,4,"(2, 2)",sweep,random,spiral,-0.16,0.04,-0.58,-0.12,0.41,-0.20,0.01,-0.42,-0.22,0.17,0.82,18.67,0.24,0.56,633.45
random_eq,default,4,"(2, 2)",sweep,random,spiral,-0.02,0.11,-0.68,-0.02,0.60,-0.28,0.02,-0.57,-0.29,-0.01,0.40,0.01,0.22,0.41,0.56
random_uneq,default,4,"(2, 2)",sweep,random,spiral,-0.13,0.10,-0.73,0.08,0.65,-0.22,0.01,-0.41,-0.21,0.02,0.70,3.29,0.23,0.50,98.48
clust_eq,default,4,"(2, 2)",sweep,random,spiral,-0.08,0.07,-0.60,0.08,0.26,-0.27,0.02,-0.61,-0.28,-0.02,0.38,0.01,0.15,0.38,0.56
clust_uneq,default,4,"(2, 2)",sweep,random,spiral,-0.29,0.06,-0.78,-0.30,0.26,-0.23,0.01,-0.43,-0.23,-0.05,0.66,0.92,0.22,0.58,20.16
swiss_eq,default,4,"(2, 2)",sweep,random,spiral,0.08,0.14,-0.52,0.13,0.73,-0.26,0.01,-0.49,-0.27,-0.09,0.44,0.01,0.26,0.42,0.65
swiss_uneq,default,4,"(2, 2)",sweep,random,spiral,0.15,0.07,-0.20,0.16,0.69,-0.20,0.01,-0.31,-0.16,0.04,1.14,2.39,0.35,1.57,11.90
grid_eq,default,4,"(2, 2)",sweep,random,max,-0.01,0.02,-0.30,-0.04,0.38,-0.35,0.01,-0.52,-0.34,-0.20,0.42,0.00,0.18,0.41,0.55
grid_uneq,default,4,"(2, 2)",sweep,random,max,-0.11,0.03,-0.42,-0.10,0.31,-0.26,0.01,-0.42,-0.24,-0.07,0.82,18.66,0.26,0.53,633.49
random_eq,default,4,"(2, 2)",sweep,random,max,-0.01,0.10,-0.66,-0.11,0.60,-0.27,0.01,-0.54,-0.28,-0.06,0.37,0.01,0.15,0.34,0.56
random_uneq,default,4,"(2, 2)",sweep,random,max,-0.13,0.07,-0.55,-0.14,0.56,-0.25,0.01,-0.47,-0.24,0.00,0.72,3.33,0.21,0.52,98.53
clust_eq,default,4,"(2, 2)",sweep,random,max,-0.06,0.08,-0.58,0.07,0.35,-0.31,0.01,-0.75,-0.29,-0.08,0.37,0.01,0.19,0.39,0.54
clust_uneq,default,4,"(2, 2)",sweep,random,max,-0.28,0.06,-0.65,-0.29,0.22,-0.25,0.02,-0.46,-0.24,0.05,0.64,0.92,0.17,0.52,20.13
swiss_eq,default,4,"(2, 2)",sweep,random,max,0.08,0.10,-0.50,0.17,0.62,-0.22,0.02,-0.45,-0.24,0.07,0.43,0.01,0.25,0.42,0.64
swiss_uneq,default,4,"(2, 2)",sweep,random,max,0.19,0.09,-0.33,0.10,0.73,-0.20,0.01,-0.35,-0.17,-0.02,1.14,2.39,0.29,1.54,12.03
grid_eq,default,4,"(2, 2)",sweep,random,hilbert,-0.00,0.03,-0.50,0.01,0.44,-0.36,0.01,-0.59,-0.36,-0.14,0.42,0.01,0.19,0.42,0.53
grid_uneq,default,4,"(2, 2)",sweep,random,hilbert,-0.17,0.04,-0.56,-0.13,0.48,-0.23,0.02,-0.51,-0.23,0.11,0.82,18.66,0.25,0.57,633.45
random_eq,default,4,"(2, 2)",sweep,random,hilbert,-0.01,0.04,-0.57,-0.04,0.37,-0.34,0.01,-0.49,-0.34,-0.16,0.42,0.01,0.28,0.41,0.66
